brapa_gene	agi	identity	evalue	bitscore
BRARA.A00879	AT4G28400	90.5	3.24e-188	517
BRARA.A00880	AT4G17490	72	3.35e-133	379
BRARA.A00882	AT4G17510	90.9	4.97e-154	426
BRARA.A00884	AT4G17530	99	3.48e-141	391
BRARA.A00885	AT4G17540	84	8.58e-144	405
BRARA.A00886	AT4G17550	86.9	0	910
BRARA.A00887	AT4G17565	54.1	1.33e-137	396
BRARA.A00890	AT2G07170	82.5	0	1240
BRARA.A00891	AT4G17610	86.2	0	3046
BRARA.A00894	AT4G17650	78.8	2.24e-139	391
BRARA.A00897	AT4G17695	77.8	1.11e-157	442
BRARA.A00900	AT4G17730	86.9	1.41e-113	327
BRARA.A00901	AT4G17750	71.4	5.2e-218	607
BRARA.A00902	AT4G13992	67.7	0	956
BRARA.A00903	AT4G17785	74.7	5.11e-191	530
BRARA.A00905	AT4G17800	93.9	4.96e-149	419
BRARA.A00907	AT4G17830	91.7	8.44e-304	822
BRARA.A00908	AT4G17840	84.6	3.86e-224	619
BRARA.A00910	AT4G17850	53.8	6.44e-30	105
BRARA.A00911	AT4G17870	89.5	2.45e-124	350
BRARA.A00912	AT4G17880	68.2	6.6e-251	701
BRARA.A00915	AT4G17900	92.1	6.18e-161	443
BRARA.A00916	AT4G17905	78.8	6.84e-177	491
BRARA.A00920	AT4G17960	79.4	1.08e-81	237
BRARA.A00921	AT4G17980	82.9	6.54e-177	489
BRARA.A00924	AT4G18020	77.3	1.49e-264	730
BRARA.A00925	AT4G18030	91.8	0	1192
BRARA.A00929	AT4G18130	88.3	0	1890
BRARA.A00930	AT4G18150	64.6	1.57e-308	862
BRARA.A00932	AT4G18823	67.9	8.21e-35	112
BRARA.A00933	AT4G18170	79.8	7.48e-168	468
BRARA.A00934	AT4G18190	83	5.71e-209	578
BRARA.A00942	AT4G18470	82.4	1.6e-254	697
BRARA.A00943	AT4G18450	69.1	4.42e-143	404
BRARA.A00944	AT4G18440	87.3	0	903
BRARA.A00946	AT4G18425	89.1	1.99e-137	383
BRARA.A00950	AT4G18400	73.8	9.6e-44	137
BRARA.A00953	AT4G18380	81.1	2.85e-207	573
BRARA.A00954	AT4G18375	63.9	1.97e-236	665
BRARA.A00955	AT4G18372	86.7	5.03e-66	194
BRARA.A00956	AT4G18370	83.3	2.2e-175	488
BRARA.A00959	AT4G18340	91	3.06e-261	711
BRARA.A00960	AT4G18335	50.9	3.91e-39	127
BRARA.A00961	AT4G18290	85.6	0	1175
BRARA.A00966	AT4G18530	82.3	2.2e-250	684
BRARA.A00971	AT4G18590	88.7	1.54e-66	195
BRARA.A00972	AT4G18593	86.2	9.19e-88	252
BRARA.A00973	AT4G18596	93.6	1.21e-114	323
BRARA.A00976	AT4G18620	80.4	3.1e-85	247
BRARA.A00977	AT4G18630	78.6	5.11e-242	669
BRARA.A00978	AT4G18640	84.9	0	1043
BRARA.A00980	AT4G18710	99.2	2.85e-286	773
BRARA.A00982	AT4G18740	60.1	2.76e-69	212
BRARA.A00983	AT4G18750	82.7	0	1414
BRARA.A00985	AT4G18770	84.6	3.98e-246	676
BRARA.A00988	AT4G18800	96.2	2.32e-145	403
BRARA.A00992	AT4G18810	92.2	0	1076
BRARA.A00993	AT4G18820	79.7	0	1522
BRARA.A00994	AT4G18840	84.3	3.76e-237	662
BRARA.A00995	AT4G18830	79.2	7.59e-180	500
BRARA.A01000	AT4G18910	88.2	2.31e-181	501
BRARA.A01001	AT4G18920	93.5	3.44e-177	486
BRARA.A01002	AT4G18930	86.3	3.67e-115	324
BRARA.A01004	AT4G18960	94.8	5.57e-165	456
BRARA.A01005	AT4G18975	82.9	1.18e-164	457
BRARA.A01007	AT4G18990	87.4	1.67e-233	637
BRARA.A01008	AT4G19003	95	3.06e-126	352
BRARA.A01009	AT4G19010	84.3	0	939
BRARA.A01011	AT4G19020	64.8	0	1496
BRARA.A01012	AT4G19040	92.4	0	1334
BRARA.A01013	AT4G19050	64.9	0	1405
BRARA.A01014	AT4G19060	63.6	1.08e-136	394
BRARA.A01015	AT4G19120	94	0	1191
BRARA.A01016	AT4G19140	80.9	6.39e-178	492
BRARA.A01017	AT4G19150	82.2	4.82e-58	184
BRARA.A01019	AT4G19160	71	3.45e-197	553
BRARA.A01020	AT4G19170	86.5	0	1017
BRARA.A01021	AT4G19180	86.1	0	1216
BRARA.A01022	AT4G19185	88.2	5.79e-254	693
BRARA.A01023	AT4G19190	77.5	7.47e-260	724
BRARA.A01025	AT4G20340	58.7	3.78e-165	473
BRARA.A01026	AT4G20330	74.1	2.63e-137	389
BRARA.A01029	AT4G19350	62.8	5.05e-75	222
BRARA.A01031	AT4G19330	50.9	8.04e-125	365
BRARA.A01033	AT4G19370	75.1	3.08e-110	314
BRARA.A01035	AT4G19390	75.3	6.58e-126	358
BRARA.A01036	AT4G19400	90.5	4.95e-94	268
BRARA.A01037	AT4G19410	94	4.71e-264	723
BRARA.A01038	AT4G19420	84.9	1.96e-276	751
BRARA.A01039	AT4G19430	67.5	2.68e-71	213
BRARA.A01041	AT4G19460	89.3	0	909
BRARA.A01045	AT4G19510	71.6	0	1594
BRARA.A01046	AT4G19500	71.6	0	1199
BRARA.A01047	AT4G19560	60.8	4.3e-157	451
BRARA.A01051	AT4G19610	72.4	0	1010
BRARA.A01057	AT4G19640	97	6.49e-136	378
BRARA.A01058	AT4G19645	85.4	6.59e-165	457
BRARA.A01059	AT4G19650	79.5	0	945
BRARA.A01061	AT4G19660	77.2	1.56e-318	873
BRARA.A01062	AT4G19670	82.7	0	904
BRARA.A01066	AT4G19690	89.9	3.41e-218	598
BRARA.A01068	AT4G19710	93.5	0	1687
BRARA.A01072	AT4G19850	61.7	1.32e-75	226
BRARA.A01073	AT4G19860	89.7	0	994
BRARA.A01075	AT4G19890	92.4	6.86e-96	311
BRARA.A01076	AT4G18650	81	2.64e-76	226
BRARA.A01078	AT4G18670	87.4	4.64e-110	344
BRARA.A01079	AT4G18700	91.7	0	892
BRARA.A01081	AT4G19970	84.1	2.18e-237	649
BRARA.A01082	AT4G19980	74.6	2.29e-64	191
BRARA.A01083	AT4G19985	66.3	5.92e-109	313
BRARA.A01084	AT4G19990	72.3	0	1036
BRARA.A01085	AT4G20000	71.9	1.54e-96	279
BRARA.A01087	AT4G20030	84.2	3.54e-87	251
BRARA.A01089	AT4G20050	85.6	4.06e-296	807
BRARA.A01090	AT4G20060	78.9	0	1762
BRARA.A01091	AT4G20090	52.4	1.67e-106	331
BRARA.A01092	AT4G20110	89.4	0	1182
BRARA.A01093	AT4G20140	86.7	1.87e-254	759
BRARA.A01095	AT4G20160	54.6	0	992
BRARA.A01100	AT4G20310	82.1	5.42e-315	857
BRARA.A01102	AT4G20280	80	3.74e-85	250
BRARA.A01103	AT4G20270	81.8	9.09e-288	825
BRARA.A01104	AT4G20260	82.5	7.19e-90	264
BRARA.A01105	AT4G20320	93	0	1131
BRARA.A01106	AT4G20325	86.8	2.45e-179	494
BRARA.A01107	AT4G20350	84.5	2.48e-146	407
BRARA.A01110	AT5G44560	93.3	6.74e-107	306
BRARA.A01112	AT4G20400	75	0	1395
BRARA.A01113	AT4G20410	92.8	2.59e-184	508
BRARA.A01115	AT4G20430	88.4	0	1468
BRARA.A01117	AT4G20460	97.6	1.3e-300	812
BRARA.A01118	AT4G20740	83.9	6.46e-303	844
BRARA.A01119	AT4G20760	89.3	2.17e-191	527
BRARA.A01120	AT4G20770	78.9	0	1129
BRARA.A01123	AT4G20800	78	2.47e-309	844
BRARA.A01126	AT4G20820	86.5	0	940
BRARA.A01128	AT4G20830	81.1	0	918
BRARA.A01132	AT4G20870	95.3	4.55e-177	485
BRARA.A01133	AT4G20880	61.8	2.21e-103	311
BRARA.A01135	AT4G20910	77.6	0	1385
BRARA.A01139	AT4G20970	75.3	1.93e-93	270
BRARA.A01141	AT3G26010	56.3	1.83e-146	422
BRARA.A01142	AT4G21020	76.4	1.15e-35	127
BRARA.A01144	AT4G21050	58	6.8e-76	228
BRARA.A01148	AT4G21060	88.3	0	1188
BRARA.A01149	AT4G21070	70.7	0	1224
BRARA.A01152	AT4G20860	78.7	1.15e-306	837
BRARA.A01154	AT4G21140	73.4	5.62e-112	321
BRARA.A01155	AT4G21150	90.5	0	1167
BRARA.A01158	AT4G21170	78.2	0	891
BRARA.A01159	AT4G21180	84.5	0	1042
BRARA.A01160	AT4G21190	86.6	1.33e-177	492
BRARA.A01162	AT4G21210	84.4	9.2e-234	642
BRARA.A01163	AT4G21215	82	5.38e-105	300
BRARA.A01164	AT4G21230	60.8	2.82e-232	650
BRARA.A01165	AT4G21250	87.6	2.23e-274	749
BRARA.A01167	AT4G21300	76.5	0	1248
BRARA.A01169	AT4G21330	77.3	7.29e-102	293
BRARA.A01170	AT4G21340	68.9	2.14e-128	367
BRARA.A01171	AT4G21350	87.6	3.51e-226	620
BRARA.A01172	AT4G21380	84.1	0	1441
BRARA.A01173	AT4G21390	86.5	0	1486
BRARA.A01174	AT4G21410	82.1	0	1082
BRARA.A01176	AT4G21440	80.8	4.03e-201	555
BRARA.A01177	AT4G21445	81.4	2.47e-86	249
BRARA.A01178	AT4G21450	87.6	2.84e-153	430
BRARA.A01179	AT4G21470	92.3	2.35e-264	717
BRARA.A01180	AT4G21480	90.6	0	913
BRARA.A01181	AT4G21500	63.1	1.55e-74	225
BRARA.A01182	AT4G21510	61.8	6.94e-78	232
BRARA.A01183	AT4G21520	91.7	7.56e-280	759
BRARA.A01184	AT4G21530	89	0	1369
BRARA.A01185	AT4G21550	58.4	6.54e-275	772
BRARA.A01186	AT4G21560	96.7	4.68e-138	384
BRARA.A01189	AT5G62390	73.3	1.73e-131	387
BRARA.A01190	AT4G21580	91.7	4.71e-214	586
BRARA.A01191	AT4G21585	84	4.28e-206	565
BRARA.A01192	AT4G21600	82.8	6.57e-192	528
BRARA.A01193	AT1G11270	60.5	6.38e-116	338
BRARA.A01195	AT4G21650	75.5	0	1107
BRARA.A01196	AT4G21660	72	1.67e-286	794
BRARA.A01199	AT4G21700	79.3	0	1229
BRARA.A01202	AT4G21720	77.7	1.54e-74	218
BRARA.A01206	AT4G21800	91	3.25e-202	560
BRARA.A01207	AT4G21810	97.1	1.77e-173	476
BRARA.A01208	AT4G21820	79.7	0	1889
BRARA.A01209	AT4G21860	75.6	5.15e-116	328
BRARA.A01210	AT4G21870	75.5	1.24e-68	202
BRARA.A01211	AT4G21880	67.8	0	1051
BRARA.A01212	AT4G21890	86.8	3.29e-164	469
BRARA.A01214	AT4G21900	85.7	1.43e-310	849
BRARA.A01215	AT4G21902	73.5	2.19e-53	162
BRARA.A01217	AT4G21940	85.3	0	933
BRARA.A01218	AT4G21930	64.1	5.13e-69	207
BRARA.A01219	AT4G21960	97	2.09e-238	648
BRARA.A01222	AT4G21990	90.5	2.28e-301	818
BRARA.A01223	AT4G22000	96.9	1.98e-87	249
BRARA.A01224	AT4G22010	93.5	0	1074
BRARA.A01226	AT4G22070	89.2	1e-283	780
BRARA.A01230	AT4G22120	92.9	0	1411
BRARA.A01236	AT4G22150	90.4	1.73e-193	532
BRARA.A01237	AT4G22160	63.1	1.4e-41	136
BRARA.A01239	AT4G23280	69.1	3.02e-309	854
BRARA.A01241	AT4G22190	72.6	5.33e-141	404
BRARA.A01242	AT4G22200	87.5	0	1347
BRARA.A01245	AT4G22240	82.2	1.35e-171	478
BRARA.A01246	AT4G22260	78.3	1.5e-190	528
BRARA.A01249	AT4G22310	88	5.75e-72	209
BRARA.A01253	AT4G22340	94.1	3.73e-294	798
BRARA.A01256	AT4G22370	59.2	7.87e-97	286
BRARA.A01261	AT4G22460	82.4	7.96e-62	185
BRARA.A01263	AT4G22540	89.6	0	1304
BRARA.A01264	AT4G22550	75.8	7.13e-65	196
BRARA.A01265	AT4G22580	87.3	6.26e-114	330
BRARA.A01266	AT4G22590	91.4	1.37e-250	682
BRARA.A01267	AT4G22600	84.8	4.08e-164	455
BRARA.A01268	AT4G22620	88.8	4.28e-101	286
BRARA.A01269	AT4G22640	54.2	2.44e-44	141
BRARA.A01270	AT4G22670	71.9	4.05e-154	442
BRARA.A01271	AT4G22680	77.7	2.36e-148	415
BRARA.A01274	AT4G22720	94.3	8.6e-247	671
BRARA.A01275	AT4G22730	89.1	0	910
BRARA.A01278	AT4G22755	90.6	2.49e-186	520
BRARA.A01279	AT4G22756	90	1.91e-202	554
BRARA.A01280	AT4G22758	75	3.41e-128	363
BRARA.A01281	AT4G22760	84.7	3.59e-191	548
BRARA.A01284	AT4G22780	92.7	1.17e-304	825
BRARA.A01285	AT4G22790	80	2.32e-285	781
BRARA.A01287	AT4G22830	84.4	1.93e-89	260
BRARA.A01288	AT4G22850	81.7	8.09e-163	454
BRARA.A01290	AT4G22880	91	2.96e-240	655
BRARA.A01292	AT4G22910	91.7	0	870
BRARA.A01293	AT4G22920	84.3	3.27e-165	457
BRARA.A01295	AT4G22475	68	3.42e-25	97.8
BRARA.A01296	AT4G22485	66.3	8.43e-31	118
BRARA.A01297	AT4G22520	52.1	2.43e-33	112
BRARA.A01299	AT4G24080	68.9	1.16e-123	352
BRARA.A01301	AT4G23190	77.5	0	961
BRARA.A01302	AT4G22930	91.5	2.05e-255	695
BRARA.A01303	AT4G22940	75	8.41e-288	791
BRARA.A01304	AT4G22950	87.3	3.94e-124	350
BRARA.A01307	AT4G22970	77.6	0	2379
BRARA.A01313	AT4G22990	89.9	0	1189
BRARA.A01315	AT4G23020	61.5	2.03e-165	473
BRARA.A01320	AT4G23060	78.4	1.37e-236	657
BRARA.A01321	AT4G23070	87.1	3.4e-170	472
BRARA.A01324	AT4G23100	91	0	948
BRARA.A01327	AT4G23180	78.4	0	940
BRARA.A01328	AT4G23240	71.8	0	937
BRARA.A01330	AT4G23310	64.7	0	987
BRARA.A01333	AT4G23290	63.2	3.84e-298	828
BRARA.A01336	AT4G23320	80.4	4.7e-303	832
BRARA.A01338	AT4G23330	79.8	5.43e-48	155
BRARA.A01340	AT4G23370	66	2.19e-185	520
BRARA.A01341	AT4G23410	88.6	3.19e-197	540
BRARA.A01343	AT4G23430	91.3	3.56e-210	576
BRARA.A01344	AT4G23440	84	0	1537
BRARA.A01345	AT4G23450	66.5	8.2e-70	209
BRARA.A01349	AT3G27999	50.3	3.26e-58	180
BRARA.A01351	AT4G23490	88.7	0	946
BRARA.A01352	AT4G23493	76.7	1.48e-40	128
BRARA.A01353	AT4G23496	78	9.22e-49	149
BRARA.A01359	AT4G23510	57.1	3.17e-97	299
BRARA.A01362	AT4G23520	70.8	1.14e-185	516
BRARA.A01363	AT4G23530	80.5	5.13e-208	576
BRARA.A01364	AT4G23540	82.1	0	1726
BRARA.A01367	AT4G23560	85.7	3.22e-306	832
BRARA.A01371	AT4G23600	80.2	2.4e-254	696
BRARA.A01372	AT4G23610	67.7	6.01e-88	259
BRARA.A01378	AT4G23660	77.8	4.92e-236	649
BRARA.A01380	AT4G23700	88.3	0	1373
BRARA.A01384	AT4G23750	69	2.47e-136	389
BRARA.A01385	AT4G23800	84.1	2.15e-216	603
BRARA.A01389	AT4G23850	92.8	0	1261
BRARA.A01390	AT4G23860	69.9	7.05e-234	644
BRARA.A01393	AT4G23890	82.3	4.36e-136	382
BRARA.A01394	AT4G23900	90.7	1.94e-153	425
BRARA.A01395	AT4G23910	67.8	2.43e-76	227
BRARA.A01399	AT4G23940	88.7	0	1594
BRARA.A01400	AT4G23950	78.6	5.48e-295	810
BRARA.A01403	AT4G24000	76.2	0	1136
BRARA.A01407	AT4G24020	90.7	0	1723
BRARA.A01408	AT4G24026	76.9	1.85e-34	112
BRARA.A01409	AT4G24040	85.2	0	959
BRARA.A01411	AT4G24060	80.5	4.29e-166	466
BRARA.A01412	AT4G24090	81.7	1.71e-163	457
BRARA.A01413	AT4G24100	85	0	1123
BRARA.A01414	AT4G24110	72.9	6.34e-102	296
BRARA.A01417	AT4G24140	86.9	0	878
BRARA.A01420	AT4G24160	87.8	3.69e-278	756
BRARA.A01421	AT4G24170	57.8	0	977
BRARA.A01422	AT4G24175	71.4	6.06e-131	374
BRARA.A01424	AT4G24190	93.9	0	1417
BRARA.A01425	AT4G24204	78.2	1.12e-78	230
BRARA.A01426	AT4G24210	78.2	6.2e-77	224
BRARA.A01427	AT4G24220	86.7	1.87e-266	724
BRARA.A01428	AT4G24230	55.2	7.01e-98	295
BRARA.A01429	AT4G24240	73.4	1.98e-166	467
BRARA.A01432	AT4G24265	70.9	4.43e-57	174
BRARA.A01434	AT4G24270	80.9	0	1204
BRARA.A01438	AT4G24310	88	6.02e-130	364
BRARA.A01439	AT4G24320	83.2	7.83e-231	634
BRARA.A01440	AT4G24330	79.6	2.03e-232	645
BRARA.A01441	AT4G24340	83.1	2.03e-198	548
BRARA.A01442	AT4G24350	82.1	1.87e-196	543
BRARA.A01443	AT4G24370	66.9	6.36e-39	129
BRARA.A01444	AT4G24380	78	3.76e-141	395
BRARA.A01445	AT4G24390	79.2	0	994
BRARA.A01446	AT4G24400	95.3	3.88e-315	852
BRARA.A01448	AT4G24430	89.1	0	1203
BRARA.A01449	AT4G24440	99.1	8.57e-73	211
BRARA.A01450	AT4G24450	86.3	0	2230
BRARA.A01451	AT4G24460	80.7	1.36e-229	634
BRARA.A01452	AT4G24470	79.1	1.83e-166	464
BRARA.A01453	AT4G24480	80.9	0	1452
BRARA.A01454	AT4G24490	84.1	0	957
BRARA.A01455	AT4G24500	73.7	3.84e-155	437
BRARA.A01456	AT4G24510	74.3	1.99e-223	617
BRARA.A01459	AT4G24530	89.9	0	934
BRARA.A01461	AT4G24550	98	0	873
BRARA.A01462	AT4G24560	75.8	0	1374
BRARA.A01463	AT4G24570	87.1	1.96e-189	523
BRARA.A01464	AT4G24580	77.5	0	1246
BRARA.A01465	AT4G24590	74.3	6e-112	320
BRARA.A01466	AT4G24610	87.8	0	1932
BRARA.A01468	AT4G24630	80	1.72e-244	670
BRARA.A01469	AT4G24640	79.1	7.55e-91	263
BRARA.A01470	AT4G24660	84.2	1.99e-130	366
BRARA.A01471	AT4G24700	72.2	1.98e-55	169
BRARA.A01472	AT4G24690	77.3	0	988
BRARA.A01473	AT4G24670	83	1.33e-277	757
BRARA.A01475	AT4G24710	86.9	2.24e-301	820
BRARA.A01476	AT4G24730	85.9	1.13e-185	518
BRARA.A01477	AT4G24740	94.4	2.27e-304	823
BRARA.A01478	AT4G24750	88	1.65e-186	513
BRARA.A01479	AT4G24760	94.5	2.52e-259	704
BRARA.A01483	AT4G24800	88	0	1210
BRARA.A01484	AT4G24805	86.5	1.8e-148	413
BRARA.A01485	AT4G24820	95.6	1.34e-258	704
BRARA.A01486	AT4G24830	92.1	0	878
BRARA.A01489	AT4G24930	81.6	2.23e-121	344
BRARA.A01490	AT4G24940	90.4	3.07e-213	583
BRARA.A01495	AT4G24970	77.9	0	1042
BRARA.A01496	AT4G24972	78.4	3.04e-96	275
BRARA.A01506	AT4G25050	81.2	6.94e-64	191
BRARA.A01507	AT4G25070	57.7	4.84e-249	706
BRARA.A01511	AT4G25100	93.8	2.17e-149	413
BRARA.A01512	AT4G25110	77.9	2.72e-223	618
BRARA.A01513	AT4G25130	85.2	7.59e-154	428
BRARA.A01515	AT4G25150	82.6	7.38e-157	436
BRARA.A01516	AT4G25160	87.6	0	1297
BRARA.A01517	AT4G25170	79.6	6.32e-194	537
BRARA.A01519	AT4G25180	71	6.02e-137	389
BRARA.A01521	AT4G25200	83.2	2.47e-116	329
BRARA.A01523	AT4G25220	91.5	0	916
BRARA.A01527	AT4G25240	90	0	1080
BRARA.A01530	AT4G25260	83.1	1.3e-115	327
BRARA.A01531	AT4G25270	84.5	0	888
BRARA.A01532	AT4G25280	80.6	2.04e-137	386
BRARA.A01535	AT4G25340	64	8e-168	480
BRARA.A01536	AT4G25360	81.8	5.17998e-319	869
BRARA.A01537	AT4G25410	80.6	1.28e-117	333
BRARA.A01540	AT4G25433	73.6	7.1e-52	158
BRARA.A01541	AT4G25434	78.8	1.31e-167	466
BRARA.A01542	AT4G25440	86.3	3.29e-233	643
BRARA.A01549	AT4G25560	71.4	4.57e-143	402
BRARA.A01552	AT4G25600	78	1.08e-163	456
BRARA.A01554	AT4G25620	71.5	7.28e-185	522
BRARA.A01558	AT4G25650	78.4	0	906
BRARA.A01560	AT4G25670	85.3	3.37e-105	299
BRARA.A01566	AT4G25700	87.3	5.01e-189	521
BRARA.A01567	AT4G25720	78.2	4.84e-175	487
BRARA.A01569	AT4G25750	86.8	0	920
BRARA.A01570	AT4G25760	83.6	1.4e-73	215
BRARA.A01571	AT4G25770	80	8.64e-229	630
BRARA.A01573	AT4G25790	76.4	1.65e-113	322
BRARA.A01575	AT4G25810	92	1.64e-197	541
BRARA.A01576	AT4G25820	84	4.24e-188	517
BRARA.A01578	AT4G25835	82.4	1.64e-290	795
BRARA.A01579	AT4G25845	73.3	4.18e-56	169
BRARA.A01581	AT4G25850	84.3	7.29e-242	665
BRARA.A01582	AT4G25870	89.4	6.74e-271	734
BRARA.A01584	AT4G38120	81.2	0	1810
BRARA.A01586	AT4G25900	78.2	1.06e-183	508
BRARA.A01588	AT4G25910	87.1	2.76e-137	384
BRARA.A01589	AT4G25940	87.7	0	889
BRARA.A01591	AT4G25960	91.7	0	2169
BRARA.A01592	AT4G25970	92.9	0	1163
BRARA.A01593	AT4G25980	86.8	2.21e-208	572
BRARA.A01594	AT4G25990	57.4	1.58e-129	377
BRARA.A01598	AT4G26010	87.1	1.49e-196	541
BRARA.A01600	AT4G26080	83.9	1.57e-260	712
BRARA.A01601	AT4G26090	82.7	0	1442
BRARA.A01602	AT5G57020	91.5	6.73e-301	815
BRARA.A01603	AT4G26100	89.2	1.61e-289	788
BRARA.A01606	AT4G26120	72.2	1.39e-283	785
BRARA.A01607	AT4G26130	72	1.29e-97	288
BRARA.A01608	AT4G26140	88.2	0	1400
BRARA.A01610	AT4G26160	76.9	1.59e-106	305
BRARA.A01613	AT4G26180	91.8	2.42e-215	590
BRARA.A01614	AT4G26200	95.3	4.94001e-319	862
BRARA.A01617	AT4G26220	87.4	7.13e-144	402
BRARA.A01618	AT4G26210	95.1	7.12e-84	240
BRARA.A01619	AT4G26270	97.1	0	960
BRARA.A01620	AT4G26280	84.5	4.7e-196	539
BRARA.A01621	AT4G26288	56.2	2.68e-32	112
BRARA.A01625	AT4G26340	64.5	2.5e-181	511
BRARA.A01626	AT4G26370	90.4	2.94e-190	523
BRARA.A01627	AT4G26400	72.6	4.2e-160	452
BRARA.A01628	AT4G26410	85.6	3.74e-145	406
BRARA.A01629	AT4G26420	77.2	3.29e-203	563
BRARA.A01630	AT4G26430	86.8	5.56e-200	550
BRARA.A01631	AT4G26440	68.2	1.28e-245	684
BRARA.A01633	AT4G26455	62	1.39e-163	471
BRARA.A01634	AT4G26470	90.5	3.45e-141	396
BRARA.A01635	AT4G26480	94.7	5.16e-195	536
BRARA.A01637	AT4G26485	82.2	5.73e-123	346
BRARA.A01638	AT4G26490	76.6	5.13e-133	376
BRARA.A01639	AT4G26500	79.8	3.38e-192	533
BRARA.A01640	AT4G26510	93.8	0	900
BRARA.A01641	AT4G26530	94.7	2.45e-244	665
BRARA.A01642	AT4G26540	89.1	1.42e-302	871
BRARA.A01643	AT4G26550	92	7.79e-136	380
BRARA.A01645	AT4G26580	83.4	1.66e-205	565
BRARA.A01646	AT4G26590	87.8	0	1373
BRARA.A01647	AT4G26600	69.4	1.14e-269	755
BRARA.A01648	AT4G26610	84.6	2.17e-300	820
BRARA.A01649	AT4G26620	89.9	1.37e-277	756
BRARA.A01651	AT4G26640	72.2	2.31e-274	757
BRARA.A01653	AT4G26670	84.3	7.04e-115	325
BRARA.A01654	AT4G26680	79.3	1.38e-126	379
BRARA.A01657	AT4G26700	90.1	0	1166
BRARA.A01660	AT4G26720	97	1.34e-228	621
BRARA.A01662	AT4G26750	77.2	8.99e-204	568
BRARA.A01664	AT4G26770	87	1.09e-296	807
BRARA.A01665	AT4G26780	76.4	1.45e-148	420
BRARA.A01666	AT4G26790	88.6	6.92e-236	643
BRARA.A01667	AT4G26800	60.6	1.78e-48	173
BRARA.A01668	AT4G26810	92.2	1.03e-63	187
BRARA.A01670	AT4G26850	89.8	1.32e-293	796
BRARA.A01671	AT4G26860	88.6	3.81e-159	441
BRARA.A01672	AT4G26880	61.2	7.44e-40	130
BRARA.A01673	AT4G26890	74.6	1.28e-225	625
BRARA.A01675	AT5G62370	79.8	2.11e-316	896
BRARA.A01678	AT4G27000	87.5	9.05e-220	607
BRARA.A01679	AT4G27010	71.2	0	3407
BRARA.A01680	AT4G27020	92.9	0	1031
BRARA.A01681	AT4G27030	75.9	4.31e-181	501
BRARA.A01682	AT4G27060	85.1	0	1430
BRARA.A01684	AT4G27100	89.8	7.45e-296	802
BRARA.A01690	AT4G27180	85	0	1113
BRARA.A01692	AT4G27190	64.8	0	1192
BRARA.A01693	AT4G27230	97.7	8.37e-83	238
BRARA.A01694	AT4G27240	80.1	2.12e-225	623
BRARA.A01698	AT4G27280	93.6	8.02e-84	240
BRARA.A01699	AT4G27290	83.1	0	1397
BRARA.A01700	AT4G27300	85.7	0	1406
BRARA.A01703	AT4G27330	65.2	2.68e-119	345
BRARA.A01704	AT4G27340	89	0	1061
BRARA.A01705	AT4G27350	89	4.56e-178	491
BRARA.A01706	AT4G27360	90.6	6.11e-62	183
BRARA.A01707	AT4G27370	74.5	0	1589
BRARA.A01709	AT4G27410	82.6	2.93e-185	511
BRARA.A01712	AT4G27430	73.8	0	1258
BRARA.A01713	AT4G27435	96.5	1.16e-118	332
BRARA.A01714	AT4G27440	94.5	2e-266	724
BRARA.A01716	AT4G27460	80.2	3.62e-213	589
BRARA.A01717	AT4G27470	81.3	6.63e-139	389
BRARA.A01719	AT4G27490	92.6	1.04e-169	468
BRARA.A01720	AT4G27500	71.2	1.38e-244	686
BRARA.A01721	AT4G27510	66.2	4.7e-317	879
BRARA.A01723	AT4G27540	90.9	5.34e-131	369
BRARA.A01725	AT4G27585	84.9	8.96e-210	582
BRARA.A01727	AT4G27590	84.5	5.53e-78	234
BRARA.A01729	AT4G27600	83.8	6.3e-269	736
BRARA.A01730	AT4G27610	78.7	7.47e-176	490
BRARA.A01733	AT1G77405	88.6	2.73e-239	660
BRARA.A01734	AT4G27620	78.5	2.32e-171	478
BRARA.A01735	AT4G27630	91.7	9.84e-310	841
BRARA.A01740	AT1G54520	75.6	2.47e-183	513
BRARA.A01741	AT4G27657	87.1	1.77e-34	110
BRARA.A01747	AT4G27670	87.7	2.81e-108	310
BRARA.A01749	AT4G27690	96.7	5.18e-216	589
BRARA.A01750	AT4G27700	86.4	2.29e-130	366
BRARA.A01751	AT4G27720	93.9	9.61002e-319	862
BRARA.A01753	AT4G27730	95.8	0	1431
BRARA.A01754	AT4G27740	88.5	5.84e-66	193
BRARA.A01755	AT4G27745	94.4	3.78e-74	214
BRARA.A01756	AT4G27750	94.4	9.86e-206	563
BRARA.A01757	AT4G27760	90.2	4.95e-250	681
BRARA.A01758	AT4G27780	88	1.59e-175	491
BRARA.A01759	AT4G27790	86.2	5.24e-217	595
BRARA.A01760	AT4G27810	84.3	1.08e-111	316
BRARA.A01762	AT4G27860	55.9	1.22e-193	557
BRARA.A01763	AT4G27870	60.8	7.04e-286	805
BRARA.A01764	AT4G27880	90	4.58e-223	608
BRARA.A01766	AT4G27920	79.9	1.48e-104	299
BRARA.A01767	AT4G27940	80.3	2.41e-242	665
BRARA.A01770	AT4G27960	98	1.26e-109	311
BRARA.A01772	AT4G28000	88.5	0	1382
BRARA.A01774	AT4G28025	79.4	1.47e-74	219
BRARA.A01775	AT4G28040	86.4	4.32e-223	612
BRARA.A01776	AT4G28050	89.7	1.77e-185	508
