"","CWRU004174_S1","CWRU004175_S2","CWRU004176_S3","CWRU004177_S4","CWRU004178_S5","CWRU004179_S6","CWRU004180_S7","CWRU004181_S8","CWRU004182_S9","CWRU004183_S10","CWRU004184_S11","CWRU004185_S12","CWRU004186_S13","CWRU004187_S14"
"AT2G14290",1,0,1,0,0,1,0,1,1,2,0,0,1,1
"AT2G14365",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT2G14378",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT2G14390",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT2G14395",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT2G14440",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT2G14460",18,17,54,28,37,44,72,39,52,29,17,15,49,38
"AT2G14500",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT2G14510",6,11,46,4,25,42,47,32,35,6,4,2,48,28
"AT2G14520",3,7,28,8,7,15,33,9,24,10,4,6,21,11
"AT2G14530",26,25,75,29,33,54,94,61,73,34,25,17,81,70
"AT2G14540",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT2G14560",2,8,22,1,4,7,11,8,9,4,0,1,13,8
"AT2G14580",1,3,3,1,2,4,4,7,13,4,1,2,0,8
"AT2G14610",0,0,4,0,0,0,1,0,0,0,0,0,0,0
"AT2G14620",1,6,13,7,6,3,8,5,15,4,3,3,9,5
"AT2G14635",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT2G14660",2,2,4,3,1,4,7,7,1,2,0,0,2,1
"AT2G14670",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT2G14680",96,78,231,97,127,175,399,189,258,96,99,49,319,255
"AT2G14690",0,0,0,0,0,0,0,0,0,1,0,0,0,0
"AT2G14692",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT2G14695",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT2G14700",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT2G14710",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT2G14720",420.73,408.55,948.12,458.76,583.42,678.97,1349.19,700.79,947.51,419.31,426,254.81,937.96,959.23
"AT2G14740",103.27,110.45,252.88,123.24,138.58,182.03,331.81,207.21,344.49,117.69,121,50.19,252.04,288.77
"AT2G14750",196,155,530,168,176,273,555,351,507,196,139,72,488,378
"AT2G14755",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT2G14760",0,0,2,1,0,0,1,1,0,0,0,0,0,0
"AT2G14765",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT2G14775",11,8,25,11,12,12,37,14,24,17,11,8,25,27
"AT2G14800",6,8,13,5,3.49,2,24,9,14.74,7.89,9,0,7.82,5
"AT2G14810",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT2G14820",1,0,1,2,1,1,2,3,5,0,1,2,4,0
"AT2G14825",16,14,39,17,22,17,41,28,37,13,14,7,31,28
"AT2G14830",1,0,1,0,0,2,1,0,1,1,1,0,5,0
"AT2G14835",198,218,525,239,260,400,652,391,538,213,187,122,511,504
"AT2G14846",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT2G14850",39,38,76,38,62,68,100,85,104,39,44,30,103,99
"AT2G14860",9,5,26,9,7,18,23,9,30,5,3,2,17,15
"AT2G14870",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT2G14878",1047,1224,3560,1301,1796,2038,3695,2438,3303,1299,1346,754,3485,3035
"AT2G14880",67,63,149,79,74,97,161,113,181,69,47,34,146,134
"AT2G14890",233,220,829,310,381,809,1063,754,937,446,265,122,1027,942
"AT2G14900",722,642,2181,708,1192,1389,3013,1504,1951,882,638,327,2410,1671
"AT2G14910",1162,1155,2853,1337,1530,1766,3937,1701,2818,996,1221,753,2490,2529
"AT2G14920",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT2G14935",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT2G14945",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT2G14960",0,1,0,0,0,1,3,0,4,0,4,1,2,1
"AT2G15000",14,25,40,13,12,16,36,30,42,10,11,8,26,37
"AT2G15010",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT2G15020",0,0,0,0,0,0,1,0,0,0,0,0,0,0
"AT2G15025",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT2G15029",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT2G15042",0,0,5,0,3,6,9,1,3,2,0,1,2,1
"AT2G15050",157,140,470,173,230,259,602,268,284,173,153,87,550,373
"AT2G15080",78,42,171,45,98,59,163,56,57,54,31,20,120,93
"AT2G15090",222,271,705,347,408,796,845,694,865,333,312,186,941,909
"AT2G15110",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT2G15128",2,4,17,3,3,7,4,5,12,4,3,0,9,9
"AT2G15130",0,0,0,0,0,0,1,1,0,0,0,0,0,2
"AT2G15170",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT2G15180",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT2G15185",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT2G15220",2,0,7,2,0,1,3,2,6,6,4,1,3,2
"AT2G15230",96,95,286,93,145,166,268,158,244,101,98,49,238,208
"AT2G15240",237,207,599,229,321,433,812,435,606,228,277,130,526,592
"AT2G15260",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT2G15270",33,47,100,57,68,67,146,78,119,44,52,30,104,109
"AT2G15280",32,32,91,50,45,80,125,93,144,32,30,14,121,93
"AT2G15290",40,57,134,52,76,114,224,119,186,56,58,27,124,148
"AT2G15292",124,145,420,128,180,262,500,316,390,138,165,65,452,352
"AT2G15300",7,1,11,4,3,4,21,10,10,4,1,1,5,10
"AT2G15310",14,13,14,23,9,12,12,20,21,15,13,9,25,25
"AT2G15318",0,1,1,0,0,1,2,1,1,0,0,1,2,2
"AT2G15320",32,43,80,31,39,40,86,50,91,38,34,19,76,78
"AT2G15325",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT2G15327",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT2G15340",0,0,1,0,0,0,1,0,0,0,0,0,0,0
"AT2G15345",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT2G15350",0,0,0,0,2,0,0,0,4,0,0,0,0,4
"AT2G15360",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT2G15370",2,12,25,0,8,4,16,11,7,9,5,2,23,8
"AT2G15390",30,16,124,19,43,44,73,34,70,23,16,18,89,72
"AT2G15400",7,7,12,5,3,11,9,18,24,9,10,3,10,15
"AT2G15420",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT2G15430",56,92,184,81,124,131,224,158,193,62,84,42,171,209
"AT2G15440",8,13,18,13,8,21,20,15,27,10,12,7,21,17
"AT2G15450",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT2G15460",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT2G15470",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT2G15480",32.55,30.17,102.72,28,38,41,86.8,59.82,53.73,34.24,16.76,12,105.94,54.92
"AT2G15490",6.45,6.83,25.28,6,2,7,6.2,4.18,8.27,4.76,2.24,3,6.06,4.08
"AT2G15500",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT2G15530",90,102,258,100,114,183,278,193,324,100,118,46,275,262
"AT2G15535",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT2G15555",0,0,0,0,0,0,0,0,0,1,0,0,0,0
"AT2G15560",146,136,348,192,201,290,490,247,387,138,168,108,339,395
"AT2G15570",143,103,335,121,177,201,441,186,307,124,134,79,328,314
"AT2G15580",372,296,723,356,452,514,1150,549,785,289,304,225,659,755
"AT2G15590",0,0,0,0,0,0,0,0,0,0,0,0,1,0
"AT2G15610",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT2G15620",436,721,1944,556,789,1264,2722,1286,2254,768,464,215,2053,1726
"AT2G15630",0,5,16,7,7,9,20,14,18,4,8,4,15,11
"AT2G15640",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT2G15660",0,1,0,0,0,0,0,0,0,0,0,0,0,0
"AT2G15670",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT2G15680",8,10,14,17,9,7,12,18,35,12,12,7,22,26
"AT2G15690",61,91,162,82,85,123,178,115,191,55,71,35,135,145
"AT2G15695",255,295,574,292,396,340,758,405,527,224,299,197,496,521
"AT2G15710",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT2G15730",39,40,85,53,39,82,156,84,105,43,39,23,84,104
"AT2G15740",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT2G15760",2,4,9,2,1,10,2,7,8,1,2,2,11,11
"AT2G15770",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT2G15780",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT2G15790",22,16,49,14,31,34,83,53,61,32,18,5,42,60
"AT2G15820",79,56,156,75,92,97,237,109,172,72,76,43,176,173
"AT2G15830",13,30,56,45,41,48,68,55,94,20,22,14,86,75
"AT2G15860",117,156,339,148,183,263,448,251,420,141,158,73,376,345
"AT2G15880",136,190,520,195,334,308,720,304,272,198,181,116,534,584
"AT2G15890",1556,1339,3317,1673,2273,1899,4681,1960,2510,1235,1636,1071,3391,3586
"AT2G15900",342,331,838,359,466,518,1032,579,789,336,332,185,831,807
"AT2G15910",110,95,256,121,152,163,386,154,244,87,143,74,219,236
"AT2G15950",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT2G15960",4891,4517,10647,5086,7284,5147,13644,4965,6757,3361,5044,3736,9258,8904
"AT2G15970",508,499,1585,659,905,1103,2337,1108,1432,558,631,298,1675,1396
"AT2G15980",20,16,43,24,20,26,69,40,50,17,26,7,52,47
"AT2G16005",9,5,2,5,0,1,8,2,9,5,1,3,2,4
"AT2G16015",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT2G16016",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT2G16018",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT2G16019",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT2G16020",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT2G16030",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT2G16040",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT2G16050",37,21,18,12,15,30,26,25,40,16,19,13,35,28
"AT2G16060",13,25,104,37,19,62,69,42,96,56,21,12,56,61
"AT2G16070",139,150,282,144,172,190,435,249,315,112,145,113,275,319
"AT2G16090",62,74,186,77,89,115,216,159,167,79,77,37,192,172
"AT2G16120",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT2G16130",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT2G16145",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT2G16190",2,1,5,2,1,1,4,1,2,0,6,0,2,1
"AT2G16200",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT2G16210",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT2G16220",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT2G16225",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT2G16230",0,0,0,0,0,1,0,0,0,0,0,0,0,0
"AT2G16240",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT2G16245",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT2G16250",83,52,207,74,119,158,310,155,198,80,88,36,202,219
"AT2G16270",18,19,65,17,19,34,96,42,77,28,32,13,55,56
"AT2G16280",336,370,1020,366,468,696,1675,728,1086,366,374,216,1008,1007
"AT2G16290",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT2G16300",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT2G16340",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT2G16360",0,0,0,0,1,0,0,0,1,2,0,0,0,0
"AT2G16365",102,107,209,137,147,159,289,181,246,111,131,73,260,281
"AT2G16370",104,95,227,102,121,190,271,192,226,97,95,41,306,198
"AT2G16380",70,81,251,68,90,108,333,109,174,82,60,37,209,164
"AT2G16385",1,3,2,0,0,1,2,5,2,3,0,0,2,2
"AT2G16390",49,64,98,49,43,93,126,94,148,56,69,17,114,114
"AT2G16400",100,138,286,136,147,203,402,254,325,148,133,83,401,304
"AT2G16405",112,102,291,109,149,193,448,162,294,131,98,56,296,245
"AT2G16430",83,69,132,105,76,120,179,114,227,64,72,34,164,146
"AT2G16440",19,35,74,30,28,73,98,72,109,35,41,14,56,77
"AT2G16450",2,1,5,1,0,3,1,4,3,1,2,0,3,4
"AT2G16460",25,34,99,32,45,58,116,93,84,35,24,15,84,81
"AT2G16485",113,136,377,140,204,260,486,311,307,183,121,71,395,408
"AT2G16490",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT2G16500",277,213,447,332,312,327,475,325,664,240,275,170,490,521
"AT2G16505",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT2G16510",222,222,611,272,282,407,878,463,687,268,244,110,581,614
"AT2G16520",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT2G16530",20,43,83,29,32,47,77,68,65,21,34,18,69,59
"AT2G16535",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT2G16570",7,21,33,21,17,19,52,28,30,12,8,9,30,33
"AT2G16575",0,1,0,0,0,0,0,0,0,0,0,0,1,0
"AT2G16580",2,4,11,4,1,4,20,10,20,5,4,0,10,7
"AT2G16586",2122.16,2136.71,7740.19,2434,4461.34,6616.61,11932.09,7291.66,7606.79,4074.4,2772.99,1270.8,9048.43,7672.29
"AT2G16592",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT2G16594",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT2G16595",30,39,79,32,54,61,72,60,70,38,39,18,87,81
"AT2G16600",1085,1077,2720,1301,1479,2022,3597,2072,3191,1237,1180,638,2737,2578
"AT2G16620",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT2G16630",58,61,208,63,59,126,222,147,201,64,52,30,194,205
"AT2G16640",271,267,727,278,407,455,806,476,666,300,310,174,589,693
"AT2G16650",38.74,45,124,44.08,54.43,46.69,107.91,85.51,84.89,32.41,50,39,97.69,93.24
"AT2G16660",148,85,212,108,220,88,267,173,101,85,80,60,205,170
"AT2G16676",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT2G16700",90,97,269,115,148,167,269,163,223,88,103,70,283,187
"AT2G16710",94,87,212,82,129,104,215,99,177,67,77,54,164,183
"AT2G16720",79,79,322,108,174,191,372,207,308,123,78,37,333,275
"AT2G16730",0,0,0,0,0,0,0,0,1,0,0,0,0,2
"AT2G16740",66,50,61,72,41,58,50,43,157,52,56,40,76,82
"AT2G16750",126,106,497,110,198,209,396,269,295,129,108,74,496,316
"AT2G16760",0,3,15,0,2,3,17,5,7,4,3,0,10,7
"AT2G16770",10,19,17,17,16,27,33,32,43,11,10,12,25,25
"AT2G16780",66,83,202,88,90,149,249,149,287,92,106,58,177,223
"AT2G16790",64,52,176,61,84,97,249,86,120,66,41,20,161,117
"AT2G16800",173,206,415,184,247,294,550,327,486,166,234,96,401,367
"AT2G16810",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT2G16835",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT2G16850",33,42,87,61,57,85,109,104,161,66,50,22,125,109
"AT2G16860",169,187,362,186,215,284,576,315,486,176,217,112,380,350
"AT2G16870",22,19,69,22,40,48,107,41,73,23,20,15,69,58
"AT2G16880",50,51,127,44,90,139,173,93,128,63,67,32,147,121
"AT2G16890",7,5,14,6,6,8,18,17,13,6,9,4,14,10
"AT2G16900",58,69,171,80,84,108,244,129,176,77,70,46,188,133
"AT2G16910",0,1,1,0,0,0,2,0,1,0,0,0,0,0
"AT2G16920",208,201,557,209,292,375,769,451,576,234,218,117,588,567
"AT2G16930",154,141,358,159,207,197.72,504,254,400.56,117,173,87,315,326
"AT2G16940",255,313,765,348,450,657,1133,621,807,354,351,211,979,857
"AT2G16950",378,410,1124,432,645,793,1535,863,1121,439,431,249,1209,1057
"AT2G16953",0,0,0,0,0,1,0,0,0,0,0,0,0,0
"AT2G16960",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT2G16970",4,7,28,8,14,13,17,19,22,4,1,2,39,15
"AT2G16980",40,32,187,39,70,67,122,83,101,50,26,11,175,96
"AT2G16990",50,35,100,40,43,66,144,81,127,61,42,23,100,78
"AT2G17000",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT2G17010",3,0,7,0,6,2,3,5,5,1,2,1,3,6
"AT2G17020",137,137,300,165,188,194,451,249,302,153,155,122,369,314
"AT2G17030",36,58,141,48,86,87,150,88,151,44,49,23,144,159
"AT2G17033",130,177,460,193,234,321,548,287,415,165,184,106,519,431
"AT2G17036",53,80,250,83,111,201,314,184,180,85,79,66,300,241
"AT2G17040",10,20,36,14,16,39,65,41,58,26,21,9,46,36
"AT2G17043",0,0,0,0,0,0,0,0,0,0,0,0,1,0
"AT2G17050",1,11,18,4,11,12,9,8,3,6,9,0,19,8
"AT2G17055",0,0,4,0,4,2,1,4,2,0,0,0,2,2
"AT2G17060",1,6,44,4,21,18,32,17,21,4,9,4,46,25
"AT2G17070",0,1,1,0,0,2,2,1,1,0,1,0,3,0
"AT2G17080",0,0,6,1,0,2,1,8,2,0,3,0,0,6
"AT2G17090",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT2G17110",122,141,291,124,180,195,466,235,302,143,137,76,297,275
"AT2G17120",79,86,262,88,124,156,386,197,242,118,109,29,227,256
"AT2G17130",103,96,265,117,119,187,363,175,270,106,98,60,256,244
"AT2G17140",9,13,47,14,16,19,46,26,34,18,11,8,45,54
"AT2G17150",93,133,325,131,172,221,385,247,361,144,104,50,376,319
"AT2G17160",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT2G17170",0,0,0,0,0,0,0,0,0,0,0,0,3,0
"AT2G17180",1,2,8,1,1,4,10,2,2,1,0,1,10,5
"AT2G17190",227.44,211.27,643.6,260.57,316.44,399.21,804.39,423.61,698.62,260.9,260.04,125.25,604.87,630.12
"AT2G17200",655.56,569.73,1390.4,690.43,884.56,937.79,1879.61,926.39,1364.38,550.1,710.96,351.75,1298.13,1387.88
"AT2G17210",7,9,17,11,11,15,32,16,22,12,6,6,23,22
"AT2G17220",94,79,258,112,130,166,329,169,214,120,98,53,321,228
"AT2G17230",235,245,627,317,392,431,919,393,519,212,280,190,569,675
"AT2G17240",76,87,207,102,115,204,283,171,285,103,96,61,224,237
"AT2G17250",62,73,160,65,76,129,179,133,174,66,65,40,190,159
"AT2G17260",19,15,71,19,25,41,73,35,52,22,21,9,59,63
"AT2G17265",138,129,316,178,213,249,410,256,412,154,171,88,359,276
"AT2G17270",14,13,36,22,11,28,37,20,37,13,10,12,46,31
"AT2G17280",3,5,30,8,4,9,16,23,16,5,4,3,33,20
"AT2G17290",309,258,817,274,431,498,1013,482,683,259,290,158,810,680
"AT2G17295",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT2G17300",4,5,15,4,5,10,22,17,20,7,4,2,22,14
"AT2G17305",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT2G17310",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT2G17320",123,119,257,118,149,232,397,208,295,102,124,66,342,239
"AT2G17340",128,81,271,90,145,200,408,205,283,123,89,42,315,271
"AT2G17350",63,49,116,51,68,77,149,95,140,57,58,20,116,113
"AT2G17360",707,885,1832,969,1013,1567,2608,1513,2415,900,892,442,1955,1901
"AT2G17370",63,80,195,72,104,136,239,147,219,83,64,46,155,183
"AT2G17380",251,195,571,221,378,391,876,424,603,211,250,150,574,555
"AT2G17390",441,405,943,447,579,696,1292,729,1174,424,468,225,933,967
"AT2G17410",214,283,628,273,333,400,801,440,621,293,266,141,663,635
"AT2G17420",340,392,1128,391,559,703,1335,692,1085,434,401,215,1137,933
"AT2G17430",23,19,66,24,36,52,105,44,53,24,25,14,82,53
"AT2G17440",251,292,902,289,411,386,933,538,791,305,281,148,798,605
"AT2G17442",3,4,10,7,4,17,17,5,16,5,2,1,16,18
"AT2G17450",189,165,400,182,262,276,500,258,447,200,178,98,398,400
"AT2G17470",1,0,0,0,0,1,0,1,2,2,0,0,0,0
"AT2G17480",167,149,389,181,211,294,457,252,358,132,166,93,412,370
"AT2G17500",392,209,879,304,456,301,1043,484,531,265,234,215,859,633
"AT2G17510",283,311,690,310,407,481,958,482,716,282,295,220,697,680
"AT2G17520",467,453,1056,458,558,614,1339,660,951,449,470,354,984,971
"AT2G17525",21,30,84,27,36,67,112,60,71,23,23,15,109,72
"AT2G17530",77,59,211,83,124,154,301,151,212,78,84,58,238,205
"AT2G17540",88,90,240,87,120,151,327,180,261,78,109,54,241,235
"AT2G17550",636,541,1383,684,840,873,2078,883,1249,556,590,435,1426,1300
"AT2G17560",100,138,322,121,161,227,414,249,405,159,135,73,368,319
"AT2G17570",80,65,176,90,93,121,185,91,187,72,75,50,175,178
"AT2G17580",56,59,145,61,53,98,169,120,143,53,43,16,170,123
"AT2G17590",0,0,0,0,0,0,2,2,2,2,0,0,0,0
"AT2G17600",0,0,2,0,0,0,1,0,0,0,0,0,0,0
"AT2G17620",0,5,7,6,7,6,8,11,25,1,4,1,11,9
"AT2G17630",27,28,70,23,23,57,98,54,86,35,29,12,66,86
"AT2G17640",63,70,163,80,111,122,200,135,174,69,76,29,182,158
"AT2G17650",61,80,144,83,84,103,254,111,144,70,72,45,181,130
"AT2G17660",2,4,7,0,6,5,8,5,8,3,1,3,5,2
"AT2G17670",21,33,101,37,18,47,103,61,76,38,27,16,56,72
"AT2G17680",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT2G17690",0,0,1,2,1,1,0,0,3,0,0,2,0,1
"AT2G17695",38,16,62,37,39,49,113,81,112,35,49,28,80,75
"AT2G17700",89,94,264,90,132,188,315,197,262,108,104,43,261,216
"AT2G17705",26,34,118,45,46,58,127,76,108,37,49,31,123,72
"AT2G17710",135,169,561,118,232,278,500,266,416,151,129,59,578,356
"AT2G17720",132,111,400,138,172,220,443,274,330,128,117,71,438,300
"AT2G17723",0,0,0,0,0,0,0,0,0,0,0,0,1,0
"AT2G17730",10,28,53,15,23,36,55,52,47,15,25,14,60,57
"AT2G17740",3,1,7,3,8,2,10,0,3,4,1,3,2,4
"AT2G17750",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT2G17760",138,105,337,118,188,201,424,231,315,125,120,64,340,268
"AT2G17770",2,5,12,4,6,3,10,5,9,2,6,4,14,7
"AT2G17780",25,23,62,29,29,71,69,69,92,32,30,10,99,60
"AT2G17785",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT2G17787",121,82,191,105,133,149,278,141,198,94,112,67,198,204
"AT2G17790",184,182,521,219,274,401,751,403,603,246,215,105,625,558
"AT2G17800",57,64,163,64,68,122,236,123,168,71,63,30,174,166
"AT2G17810",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT2G17820",216,297,586,308,299,361,588,424,658,208,291,155,536,479
"AT2G17830",10,13,40,14,20,30,58,48,47,22,22,7,35,34
"AT2G17840",253,276,782,320,416,610,996,605,835,314,303,174,964,858
"AT2G17845",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT2G17850",0,0,7,2,0,1,1,2,0,1,0,0,0,0
"AT2G17860",0,1,1,0,2,5,1,1,3,0,0,0,3,4
"AT2G17870",16,16,61,30,23,45,60,46,40,18,17,8,69,47
"AT2G17880",111,112,216,125,202,127,418,118,188,72,134,89,227,238
"AT2G17890",1,1,0,0,0,4,2,2,2,1,1,0,0,1
"AT2G17900",39,20,85,34,26,59,111,49,87,25,19,8,111,82
"AT2G17905",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT2G17920",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT2G17930",1319,1228,3519,1413,2096,2606,4507,2804,3378,1545,1410,800,4004,3709
"AT2G17940",1,0,0,1,0,0,2,0,1,3,1,1,1,1
"AT2G17950",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT2G17960",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT2G17970",35,30,101,35,28,84,133,67,115,47,24,27,97,94
"AT2G17972",18,7,44,22,27,30,52,42,51,17,17,12,44,32
"AT2G17975",36,51,94,43,39,51,104,54,101,37,36,22,88,93
"AT2G17980",318,288,698,363,460,529,1132,547,815,316,354,182,772,769
"AT2G17990",216,223,530,231,309,384,899,390,676,211,245,142,509,477
"AT2G18000",2,3,13,3,3,16,14,12,14,6,3,1,6,14
"AT2G18010",4,1,5,3,1,8,24,4,10,6,4,2,4,8
"AT2G18020",590,851,1796,857,983,1508,2621,1630,2498,919,772,372,1778,1819
"AT2G18025",1,0,0,1,0,0,0,0,1,0,0,0,1,1
"AT2G18030",57,63,175,59,110,136,328,134,214,66,68,40,215,179
"AT2G18040",181,185,489,219,229,348,625,363,582,171,211,123,486,480
"AT2G18050",558,665,1391,669,781,831,1422,945,1327,539,624,450,1309,1073
"AT2G18060",2,4,5,4,2,9,11,6,10,6,7,2,10,15
"AT2G18070",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT2G18080",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT2G18090",493,392,1032,495,665,711,1335,765,1149,491,470,312,1200,1079
"AT2G18100",9,9,54,14,22,28,44,43,54,17,11,4,60,47
"AT2G18110",326,347,847,390,462,646,1281,698,905,373,373,215,775,822
"AT2G18120",0,1,1,0,1,0,0,3,7,2,1,0,0,3
"AT2G18130",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT2G18140",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT2G18150",23,15,60,9,17,10,74,18,34,15,11,7,46,15
"AT2G18160",396,388,1091,455,590,579,1301,615,922,434,418,308,1101,901
"AT2G18170",169,157,446,220,293,338,532,309,415,188,159,98,423,452
"AT2G18180",4,2,3,0,4,5,5,3,9,0,2,2,3,0
"AT2G18190",2,1,8,1,4,0,1,0,1,3,2,0,4,0
"AT2G18193",5,15,24,19,20,27,30,9,29,7,26,26,57,72
"AT2G18196",33,45,53,35,28,46,43,34,102,28,28,23,54,47
"AT2G18200",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT2G18210",4,5,18,2,5,1,12,5,5,2,3,1,21,6
"AT2G18220",27,40,106,62,55,83,136,103,108,44,35,43,131,124
"AT2G18230",49,35,70,29,27,80,112,74,163,39,35,25,93,100
"AT2G18240",46,46,109,62,61,85,159,112,139,56,46,25,135,110
"AT2G18245",39,32,78,47,57,72,143,84,93,45,31,25,133,126
"AT2G18250",64,48,160,64,100,89,200,105,145,61,75,38,139,145
"AT2G18260",34,28,78,29,45,38,118,69,57,18,44,24,60,64
"AT2G18270",0,0,7,0,1,0,0,0,0,0,1,0,1,2
"AT2G18280",2319,2104,5763,2389,3179,3153,7191,3686,4628,2057,2408,1413,5180,4971
"AT2G18290",61,57,184,67,71,105,232,94,180,52,59,46,159,131
"AT2G18300",716,765,2217,886,1144,1533,3463,1391,2007,865,849,500,2429,2051
"AT2G18310",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT2G18320",0,1,0,0,0,1,0,1,0,0,0,0,0,2
"AT2G18328",4,11,11,8,3,12,1,6,21,5,8,5,9,16
"AT2G18330",15,36,59,32,30,37,72,55,84,26,23,13,51,65
"AT2G18340",0,0,0,1,0,0,1,1,0,0,0,0,0,2
